neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L31_N6916,31,6916,random,,2.149548053741455,0.00018908805213868618,0.002261238405480981,0.010679101571440697,0.052465517073869705,0.29522618651390076,93.5,,62.5,,48.3,,18.7,,18.6,,41.3,
L30_N1040,30,1040,random,,1.9516830444335938,0.00017273610865231603,0.00493170041590929,0.020550619810819626,0.0768050029873848,0.3329259157180786,70.1,,9.4,,82.89999999999999,,82.19999999999999,,87.7,,85.7,
L29_N6252,29,6252,random,,1.9563771486282349,0.00018818974785972387,0.0034752218052744865,0.008714822120964527,0.04890604317188263,0.27866676449775696,71.0,,52.7,,16.2,,55.800000000000004,,4.0,,24.9,
L30_N7668,30,7668,random,,1.2700142860412598,0.00016938966291490942,0.0022032829001545906,0.011569272726774216,0.053379133343696594,0.2940264642238617,1.9,,6.6000000000000005,,45.7,,17.4,,28.7,,45.4,
L30_N4119,30,4119,random,,2.077162265777588,0.00018662978254724294,0.0036939126439392567,0.01123055163770914,0.05222873389720917,0.286681592464447,90.3,,38.0,,30.0,,62.7,,25.0,,40.2,
L30_N14103,30,14103,random,,2.0374975204467773,0.0001877440809039399,0.0025218285154551268,0.012000329792499542,0.04451025277376175,0.28400716185569763,86.5,,47.8,,25.3,,26.8,,36.199999999999996,,11.0,
L23_N11145,23,11145,random,,1.823682427406311,0.00019516257452778518,0.004272589460015297,0.014627194963395596,0.05017103627324104,0.2800692915916443,30.0,,90.9,,19.0,,74.8,,64.9,,30.099999999999998,
L31_N1876,31,1876,random,,1.9170652627944946,0.00017113200738094747,0.0031505771912634373,0.03561565279960632,0.1292521357536316,0.45382168889045715,64.9,,7.9,,92.60000000000001,,47.0,,93.7,,92.60000000000001,
L31_N8797,31,8797,random,,2.2166590690612793,0.00018948866636492312,0.0020359517075121403,0.0076372334733605385,0.0419892892241478,0.2589682936668396,97.6,,66.10000000000001,,3.2,,12.7,,1.3,,6.0,
L26_N12592,26,12592,random,,1.8685823678970337,0.00018572277622297406,0.004035670775920153,0.014374162070453167,0.06187475472688675,0.3094671368598938,57.699999999999996,,28.1,,73.7,,71.1,,62.6,,75.8,
L31_N5573,31,5573,random,,1.8937780857086182,0.00018623970390763134,0.0060208761133253574,0.05044623836874962,0.1273679882287979,0.423229455947876,63.2,,34.0,,90.8,,89.4,,95.7,,92.30000000000001,
L23_N4808,23,4808,random,,1.5281107425689697,0.00018577936862129718,0.0023704366758465767,0.007474115584045649,0.04410761967301369,0.28726711869239807,7.3,,28.799999999999997,,31.8,,21.6,,1.0999999999999999,,10.100000000000001,
L29_N2591,29,2591,random,,1.987703800201416,0.00019031546253245324,0.004756697453558445,0.015380645170807838,0.04730613902211189,0.2833859920501709,78.3,,73.9,,23.9,,79.80000000000001,,70.89999999999999,,18.3,
L29_N53,29,53,random,,1.7633520364761353,0.00018411080236546695,0.003058782545849681,0.012133542448282242,0.14798031747341156,0.43716445565223694,16.8,,19.6,,91.9,,44.4,,37.7,,93.10000000000001,
L31_N11791,31,11791,random,,1.9450185298919678,0.00018068638746626675,0.0038117794319987297,0.01060511264950037,0.05395961180329323,0.2994837760925293,68.8,,14.399999999999999,,57.49999999999999,,65.0,,17.599999999999998,,48.199999999999996,
L26_N8201,26,8201,random,,1.864707589149475,0.00019117379270028323,0.003834828268736601,0.012135500088334084,0.049207378178834915,0.2909090220928192,56.00000000000001,,80.0,,39.2,,65.60000000000001,,37.8,,25.8,
L24_N8317,24,8317,random,,1.808633804321289,0.00019106884428765625,0.0055995360016822815,0.017847249284386635,0.05918807163834572,0.3050247132778168,22.400000000000002,,79.3,,68.60000000000001,,86.8,,84.39999999999999,,69.0,
L23_N14262,23,14262,random,,1.818655014038086,0.0001703508460195735,0.01651662588119507,0.04091665893793106,0.11038842052221298,0.4087667465209961,26.1,,7.3,,89.3,,97.1,,94.1,,90.0,
L31_N4889,31,4889,random,,2.2416839599609375,0.0001911522267619148,0.0016081953654065728,0.01116249617189169,0.04673122242093086,0.28512638807296753,98.9,,79.9,,27.0,,5.0,,24.3,,16.7,
L31_N8317,31,8317,random,,2.216810941696167,0.000187743004062213,0.0007704476593062282,0.009854480624198914,0.046459659934043884,0.28619277477264404,97.7,,47.699999999999996,,28.7,,0.4,,11.4,,15.9,
L30_N3258,30,3258,random,,1.925071120262146,0.00016684760339558125,0.0033292840234935284,0.01640164852142334,0.23927687108516693,0.5288404226303101,65.9,,5.6000000000000005,,95.3,,52.5,,78.9,,96.3,
L24_N6126,24,6126,random,,1.8395015001296997,0.00018365254800301045,0.004046530928462744,0.014286855235695839,0.06334098428487778,0.3088178038597107,41.8,,18.2,,73.2,,71.3,,61.8,,78.10000000000001,
