neuron_id,layer,neuron_idx,kind,sets,freq_corr,freq_slope,direct_logit_std,abs_freq_corr_pctile
L22_N2902,22,2902,random,,-0.010140737518668175,-0.0001809967652661726,0.024748338386416435,11.899999999999999
L22_N3582,22,3582,random,,0.15386717021465302,0.0028346064500510693,0.02554415725171566,93.4
L22_N3681,22,3681,random,,0.028900908306241035,0.000515568011905998,0.02473541721701622,30.099999999999998
L22_N3750,22,3750,random,,0.07317400723695755,0.0013331410009413958,0.025261782109737396,65.60000000000001
L22_N3846,22,3846,random,,0.015147010795772076,0.00027284587849862874,0.024976709857583046,17.599999999999998
L22_N3986,22,3986,random,,0.11654970794916153,0.0020936590153723955,0.02490803971886635,83.6
L22_N4061,22,4061,random,,-0.08216767758131027,-0.001464643282815814,0.024715855717658997,69.8
L22_N4066,22,4066,random,,-0.08570317924022675,-0.001525825122371316,0.02468610554933548,71.3
L22_N4073,22,4073,random,,0.02934722788631916,0.0005284241633489728,0.024966655299067497,30.8
L22_N4458,22,4458,random,,-0.061170194298028946,-0.0010766347404569387,0.02440468780696392,58.4
L22_N4526,22,4526,random,,0.003668012097477913,6.666059925919399e-05,0.02519899792969227,5.3
L22_N4569,22,4569,random,,0.003769682254642248,5.007010986446403e-05,0.018416987732052803,5.5
L22_N4640,22,4640,random,,-0.04251163452863693,-0.0007794773555360734,0.025423802435398102,42.199999999999996
L22_N4649,22,4649,random,,0.040186915546655655,0.0007288932101801038,0.025149190798401833,40.400000000000006
L22_N4670,22,4670,random,,0.0008797968039289117,1.578511182742659e-05,0.02487768977880478,1.5
L22_N5072,22,5072,random,,-0.03808930888772011,-0.0007116011111065745,0.025904683396220207,38.1
L22_N5120,22,5120,random,,0.05744846165180206,0.0010315197287127376,0.02489682286977768,55.2
L22_N5277,22,5277,random,,-0.029991257935762405,-0.0005310122505761683,0.02455017901957035,31.5
L22_N5736,22,5736,random,,-0.002233001170679927,-3.98631309508346e-05,0.024752965196967125,3.2
L22_N5794,22,5794,random,,-0.0005139725399203598,-9.171688361675479e-06,0.024743102490901947,1.0
L22_N5881,22,5881,random,,-0.03881627321243286,-0.0007045214879326522,0.02516663633286953,38.6
