neuron_id,group,weight_norm,null_space_fraction,logit_var
L24_N2103,random,1.8110731840133667,0.29692971798768614,0.0006123060593381524
L31_N7787,random,2.303337812423706,0.29940816065610654,0.0012275167973712087
L30_N2705,random,2.043787717819214,0.27530433313434227,0.0007785704219713807
L26_N8645,random,1.836734414100647,0.29968726562356574,0.0006279549561440945
L30_N6932,random,1.9293526411056519,0.3199149153074649,0.0006885439506731927
L24_N8835,random,1.8251025676727295,0.32416177716549127,0.0006171741406433284
L31_N11302,random,2.2123985290527344,0.27805644544036284,0.0009141190093941987
L24_N11680,random,1.8555104732513428,0.30681191634790717,0.0006436286494135857
L26_N6537,random,1.8492695093154907,0.3204715435734232,0.0006382262799888849
L31_N10647,random,1.816495418548584,0.3589033911895634,0.0005886901053600013
L26_N7177,random,1.8511258363723755,0.2980942814889278,0.0006445928593166173
L30_N7397,random,2.007810115814209,0.2761887145012054,0.0007687653414905071
L23_N4061,random,1.8916707038879395,0.42234327486139905,0.0006316066719591618
L24_N1049,random,1.8165942430496216,0.2858842524239561,0.0006702439859509468
L26_N344,random,1.8134548664093018,0.2951824969555933,0.0006153325084596872
L30_N9075,random,1.9481467008590698,0.3729228289763214,0.0007921629003249109
L24_N9641,random,1.841455340385437,0.3157991841352112,0.0006320984102785587
L24_N117,random,1.8176488876342773,0.30477446070949765,0.0006126619991846383
L23_N11597,random,1.8183252811431885,0.3065027982779035,0.0006254275795072317
L31_N964,random,2.1051926612854004,0.290955600656544,0.0008262403425760567
L24_N1104,random,1.818779468536377,0.29677401783303065,0.0006167333340272307
L23_N14084,random,1.8184573650360107,0.28747956479747744,0.0006290334276854992
L26_N1160,random,1.8448317050933838,0.2790177679895437,0.0006527956575155258
L30_N3899,random,2.0123913288116455,0.30336312155203066,0.0007756788400001824
L26_N10960,random,1.676649808883667,0.303280475906204,0.0005604008329100907
L29_N3510,random,2.0136680603027344,0.2906735854827793,0.0007822925690561533
L30_N2167,random,2.017873525619507,0.27878937090804623,0.0007771626696921885
L31_N9355,random,1.3903636932373047,0.6578352831198674,0.00029331271070986986
L30_N7744,random,1.302186131477356,0.23209916866658212,0.0003216718032490462
L24_N12855,random,1.8244150876998901,0.30114461924514835,0.0006385320448316634
L29_N13230,random,1.9616388082504272,0.2742520564058527,0.0007234361837618053
L29_N3119,random,1.9728446006774902,0.2848094676285383,0.0007368737715296447
L23_N1588,random,1.829956293106079,0.30879477440053976,0.0006354814395308495
L31_N7062,random,2.185040235519409,0.288924935306699,0.0008903910638764501
L26_N6939,random,2.216881036758423,0.2807728918996286,0.001010766252875328
L29_N7651,random,1.815868616104126,0.3495795204962742,0.0005449260352179408
L31_N887,random,1.2909668684005737,0.3639330240548276,0.00029177707619965076
L31_N10706,random,1.8335610628128052,0.33286721786882023,0.0006208072300069034
L31_N1612,random,2.212958812713623,0.26699456204697897,0.0009218287304975092
L23_N6596,random,1.850141167640686,0.28751924356709163,0.0006407104665413499
L31_N5559,random,1.11600661277771,0.24508432830069535,0.00023614153906237334
L23_N4073,random,1.8257501125335693,0.3096753863987106,0.0006236593471840024
L24_N3116,random,1.8269667625427246,0.30454589763451895,0.0006204158416949213
L30_N7350,random,2.032285690307617,0.2803579623757992,0.0008044467540457845
L24_N6912,random,1.8561763763427734,0.2980835009822239,0.0006443888414651155
L24_N4563,random,1.8371199369430542,0.29713639304745326,0.0006497862632386386
L29_N4092,random,1.9569878578186035,0.2923634189165147,0.0007058933842927217
L23_N7260,random,1.8501992225646973,0.3217043018019498,0.0006465547485277057
L30_N1604,random,2.002749443054199,0.29952834117935756,0.0007380139431916177
L23_N10684,random,1.817580223083496,0.30696404686771167,0.0006586019298993051
L30_N13697,random,0.8912301063537598,0.25376676321157665,0.00016982121451292187
L23_N1528,random,1.717769742012024,0.30327476696738276,0.0005390993319451809
L24_N2724,random,1.8485093116760254,0.30739964477565646,0.0006975221331231296
L29_N7956,random,1.9784328937530518,0.29578249919059535,0.0007475169841200113
L29_N3502,random,1.9634857177734375,0.2915470922165957,0.0007143996772356331
L29_N960,random,1.9564698934555054,0.2870682161061686,0.00076434132643044
L24_N6209,random,1.8158798217773438,0.25537506340212324,0.0006291035679168999
L23_N6396,random,1.825039029121399,0.2757160781393136,0.000625644635874778
L26_N12846,random,1.8765093088150024,0.3087114908571429,0.0006516655557788908
L29_N4673,random,1.9445736408233643,0.2699399641823863,0.0007121345843188465
L29_N11412,random,1.3884984254837036,0.28390166649897897,0.0003378204710315913
L31_N12834,random,1.7313071489334106,0.30131447097212694,0.0005820015794597566
L30_N10844,random,2.045728921890259,0.2942347211976246,0.0007804377819411457
L31_N7973,random,2.027630090713501,0.7076418510939793,0.0006421703146770597
L24_N3111,random,1.841924786567688,0.3042238831354876,0.0006302305846475065
L26_N3566,random,1.8383722305297852,0.30219525042282197,0.000632858369499445
L23_N9489,random,1.8075897693634033,0.2975741800918817,0.0006353789358399808
L31_N8883,random,2.2950422763824463,0.26814625436638506,0.000959290424361825
L23_N12254,random,1.8044935464859009,0.307289649335965,0.000619343132711947
L26_N936,random,1.8727868795394897,0.2938799464517818,0.0006658526253886521
L23_N9571,random,1.8116209506988525,0.33585535885610046,0.0006290972232818604
L29_N8238,random,1.9644755125045776,0.27294018554712957,0.0007482666405849159
L30_N2579,random,2.047072172164917,0.28698709054678956,0.0007766306516714394
