cell,pair,set,direction,condition,lp_264,lp_279,lp_304,lp_358,lp_430,lp_539,lp_912,lp_7566,lp_9987,lp_10035,lp_25420
circuit,11,random21,control_to_uncertain,patched,-5.833096981048584,-5.958096981048584,-5.770596981048584,-6.083096981048584,-4.145596981048584,-5.958096981048584,-6.833096981048584,-13.958096504211426,-10.364346504211426,-13.942471504211426,-9.083096504211426
circuit,11,random22,control_to_uncertain,patched,-6.181435585021973,-5.618935585021973,-5.743935585021973,-5.493935585021973,-4.056435585021973,-5.681435585021973,-6.056435585021973,-14.032998085021973,-12.103310585021973,-13.525185585021973,-9.275185585021973
circuit,11,random23,control_to_uncertain,patched,-6.6085100173950195,-6.3585100173950195,-6.2960100173950195,-4.9210100173950195,-4.8585100173950195,-5.8585100173950195,-6.4210100173950195,-14.50304126739502,-10.51476001739502,-14.07726001739502,-9.23351001739502
circuit,11,random24,control_to_uncertain,patched,-6.404975891113281,-5.967475891113281,-5.654975891113281,-8.217475891113281,-5.029975891113281,-6.592475891113281,-7.029975891113281,-14.397163391113281,-11.920600891113281,-14.311225891113281,-10.529975891113281
circuit,11,random25,control_to_uncertain,patched,-6.452692985534668,-5.265192985534668,-7.390192985534668,-7.077692985534668,-6.765192985534668,-5.452692985534668,-7.140192985534668,-12.624567985534668,-10.608942985534668,-11.171442985534668,-13.499567985534668
circuit,11,random26,control_to_uncertain,patched,-7.0270538330078125,-6.3395538330078125,-5.9020538330078125,-5.3395538330078125,-6.2145538330078125,-7.9333038330078125,-7.0270538330078125,-13.757522583007812,-12.667678833007812,-14.357131958007812,-12.495803833007812
circuit,11,random27,control_to_uncertain,patched,-6.6707940101623535,-6.2332940101623535,-6.6707940101623535,-5.4207940101623535,-5.4832940101623535,-6.1082940101623535,-6.4207940101623535,-14.651263236999512,-11.202044486999512,-14.123919486999512,-11.233294486999512
circuit,11,random28,control_to_uncertain,patched,-6.069241523742676,-5.881741523742676,-5.944241523742676,-5.444241523742676,-4.569241523742676,-6.569241523742676,-7.475491523742676,-14.467679023742676,-11.366116523742676,-14.638577461242676,-11.506741523742676
circuit,11,random29,control_to_uncertain,patched,-6.226308822631836,-5.851308822631836,-5.851308822631836,-5.851308822631836,-5.101308822631836,-7.945058822631836,-7.570058822631836,-14.179433822631836,-12.085683822631836,-14.218496322631836,-11.757558822631836
circuit,12,baseline,,baseline_u,-4.0291852951049805,-6.8416852951049805,-6.1541852951049805,-4.2166852951049805,-2.4041852951049805,-0.9666852951049805,-6.9041852951049805,-13.26356029510498,-6.0291852951049805,-11.99793529510498,-4.8416852951049805
circuit,12,baseline,,baseline_c,-7.386774063110352,-10.386774063110352,-14.824274063110352,-18.44927406311035,-10.011774063110352,-12.199274063110352,-15.136774063110352,-22.54302406311035,-20.23052406311035,-19.76177406311035,-17.01177406311035
circuit,12,circuit,control_to_uncertain,patched,-4.743996620178223,-4.306496620178223,-7.556496620178223,-10.368996620178223,-4.118996620178223,-4.556496620178223,-6.368996620178223,-13.868996620178223,-12.868996620178223,-12.056496620178223,-12.900246620178223
circuit,12,circuit,uncertain_to_control,patched,-2.409705400466919,-7.22220516204834,-7.72220516204834,-3.409705400466919,-1.909705400466919,-1.034705400466919,-6.72220516204834,-15.06595516204834,-6.59720516204834,-13.09720516204834,-4.40970516204834
circuit,12,random0,control_to_uncertain,patched,-4.067572116851807,-6.880072116851807,-6.442572116851807,-4.130072116851807,-2.0675721168518066,-0.8800719976425171,-6.942572116851807,-13.692571640014648,-5.317572116851807,-12.036321640014648,-3.6925721168518066
circuit,12,random1,control_to_uncertain,patched,-3.900747776031494,-7.088247776031494,-6.713247776031494,-5.900747776031494,-3.900747776031494,-1.0257476568222046,-6.588247776031494,-13.619497299194336,-6.713247776031494,-12.369497299194336,-4.463247776031494
circuit,12,random2,control_to_uncertain,patched,-3.9579944610595703,-6.64549446105957,-6.27049446105957,-3.5204944610595703,-2.2079944610595703,-1.0204945802688599,-6.89549446105957,-13.00486946105957,-5.58299446105957,-11.80174446105957,-4.64549446105957
circuit,12,random3,control_to_uncertain,patched,-4.058095932006836,-6.870595932006836,-6.620595932006836,-3.245595932006836,-2.120595932006836,-0.9955960512161255,-6.370595932006836,-12.714345932006836,-6.183095932006836,-11.714345932006836,-4.433095932006836
circuit,12,random4,control_to_uncertain,patched,-4.304690837860107,-6.929690837860107,-6.554690837860107,-4.367190837860107,-2.3671908378601074,-0.929690957069397,-6.992190837860107,-12.929691314697266,-5.367190837860107,-11.710941314697266,-4.804690837860107
circuit,12,random5,control_to_uncertain,patched,-3.608557939529419,-6.23355770111084,-6.29605770111084,-4.42105770111084,-2.608557939529419,-1.233557939529419,-6.79605770111084,-12.63980770111084,-5.79605770111084,-11.57730770111084,-4.92105770111084
circuit,12,random6,control_to_uncertain,patched,-4.24638557434082,-6.43388557434082,-6.05888557434082,-5.24638557434082,-4.24638557434082,-1.4338854551315308,-6.24638557434082,-12.85576057434082,-7.55888557434082,-11.80888557434082,-6.05888557434082
circuit,12,random7,control_to_uncertain,patched,-4.6704206466674805,-6.9204206466674805,-6.0454206466674805,-3.8579208850860596,-2.7954208850860596,-1.0454208850860596,-6.7329206466674805,-13.32667064666748,-5.3579206466674805,-12.13917064666748,-4.4204206466674805
circuit,12,random8,control_to_uncertain,patched,-3.3850739002227783,-6.572573661804199,-5.572573661804199,-5.072573661804199,-3.3225739002227783,-1.0100739002227783,-6.947573661804199,-13.4006986618042,-6.635073661804199,-11.9475736618042,-4.510073661804199
circuit,12,random9,control_to_uncertain,patched,-4.528327941894531,-7.403327941894531,-6.778327941894531,-3.403327703475952,-1.7783277034759521,-0.9033277034759521,-6.965827941894531,-13.481452941894531,-5.778327941894531,-12.215827941894531,-4.653327941894531
circuit,12,random10,control_to_uncertain,patched,-5.595361232757568,-7.470361232757568,-6.470361232757568,-3.5953612327575684,-2.1578612327575684,-0.7203611731529236,-7.157861232757568,-14.76723575592041,-5.407861232757568,-12.28286075592041,-5.345361232757568
circuit,12,random11,control_to_uncertain,patched,-5.339213848114014,-7.089213848114014,-6.651713848114014,-5.339213848114014,-5.026713848114014,-1.0267137289047241,-7.026713848114014,-12.901713371276855,-7.839213848114014,-12.057963371276855,-6.526713848114014
circuit,12,random12,control_to_uncertain,patched,-4.146154880523682,-6.708654880523682,-6.333654880523682,-3.5836548805236816,-2.2086548805236816,-0.8961548805236816,-6.646154880523682,-13.536779403686523,-5.208654880523682,-12.177404403686523,-4.021154880523682
circuit,12,random13,control_to_uncertain,patched,-4.249007225036621,-6.624007225036621,-6.749007225036621,-4.186507225036621,-2.436507225036621,-1.1240071058273315,-6.624007225036621,-13.202132225036621,-5.436507225036621,-12.124007225036621,-5.499007225036621
circuit,12,random14,control_to_uncertain,patched,-4.3398003578186035,-6.5273003578186035,-6.3398003578186035,-5.5898003578186035,-3.8398003578186035,-1.152300238609314,-7.2773003578186035,-13.324174880981445,-6.7148003578186035,-12.433549880981445,-5.7773003578186035
circuit,12,random15,control_to_uncertain,patched,-4.353104591369629,-7.290604591369629,-6.415604591369629,-2.978104591369629,-2.040604591369629,-1.0406044721603394,-7.103104591369629,-12.603104591369629,-5.165604591369629,-12.103104591369629,-4.228104591369629
circuit,12,random16,control_to_uncertain,patched,-3.9212732315063477,-5.796273231506348,-6.046273231506348,-5.608773231506348,-4.233773231506348,-1.4212733507156372,-6.296273231506348,-12.452523231506348,-7.733773231506348,-11.265023231506348,-5.983773231506348
circuit,12,random17,control_to_uncertain,patched,-4.871797561645508,-7.184297561645508,-6.996797561645508,-4.434297561645508,-2.2467973232269287,-1.4967973232269287,-6.184297561645508,-12.465547561645508,-5.496797561645508,-11.934297561645508,-6.059297561645508
circuit,12,random18,control_to_uncertain,patched,-3.9463939666748047,-6.008893966674805,-6.821393966674805,-5.133893966674805,-2.0088939666748047,-2.0088939666748047,-6.758893966674805,-12.602643966674805,-6.696393966674805,-11.040143966674805,-6.321393966674805
circuit,12,random19,control_to_uncertain,patched,-6.1534881591796875,-6.9034881591796875,-6.7159881591796875,-6.1534881591796875,-6.7784881591796875,-0.8409883975982666,-4.7784881591796875,-12.950363159179688,-9.778488159179688,-11.747238159179688,-8.090988159179688
circuit,12,random20,control_to_uncertain,patched,-3.9486072063446045,-6.386106967926025,-6.448606967926025,-5.136106967926025,-4.573606967926025,-0.9486071467399597,-6.823606967926025,-13.042357444763184,-6.886106967926025,-11.636107444763184,-5.761106967926025
circuit,12,random21,control_to_uncertain,patched,-3.9112634658813477,-6.786263465881348,-6.661263465881348,-5.036263465881348,-2.7237634658813477,-1.036263346672058,-6.348763465881348,-12.567513465881348,-6.036263465881348,-11.786263465881348,-4.786263465881348
circuit,12,random22,control_to_uncertain,patched,-4.178940773010254,-6.803940773010254,-6.553940773010254,-3.553940773010254,-2.241440773010254,-0.9289407134056091,-6.741440773010254,-13.475815773010254,-5.553940773010254,-11.960190773010254,-4.116440773010254
circuit,12,random23,control_to_uncertain,patched,-3.948251247406006,-7.385751247406006,-7.510751247406006,-2.448251247406006,-1.9482512474060059,-1.7607512474060059,-6.198251247406006,-12.823251724243164,-5.510751247406006,-11.292001724243164,-4.385751247406006
circuit,12,random24,control_to_uncertain,patched,-3.757451057434082,-6.694951057434082,-5.944951057434082,-4.694951057434082,-4.319951057434082,-0.882451057434082,-6.569951057434082,-13.319951057434082,-6.694951057434082,-12.038701057434082,-4.819951057434082
circuit,12,random25,control_to_uncertain,patched,-4.295994281768799,-6.170994281768799,-6.733494281768799,-4.108494281768799,-2.920994281768799,-1.2959942817687988,-5.795994281768799,-12.82724380493164,-5.608494281768799,-11.67099380493164,-5.358494281768799
circuit,12,random26,control_to_uncertain,patched,-2.8881235122680664,-6.138123512268066,-6.700623512268066,-5.138123512268066,-3.3881235122680664,-1.3881233930587769,-6.325623512268066,-12.575623512268066,-6.138123512268066,-11.169373512268066,-4.138123512268066
circuit,12,random27,control_to_uncertain,patched,-5.3030266761779785,-6.0530266761779785,-6.6155266761779785,-7.5530266761779785,-7.1780266761779785,-1.5530266761779785,-5.7405266761779785,-11.55302619934082,-9.80302619934082,-10.86552619934082,-8.33427619934082
circuit,12,random28,control_to_uncertain,patched,-3.5659573078155518,-6.878457069396973,-6.315957069396973,-4.815957069396973,-3.2534573078155518,-1.3784573078155518,-6.065957069396973,-12.565957069396973,-5.940957069396973,-11.784707069396973,-4.315957069396973
circuit,12,random29,control_to_uncertain,patched,-4.539612293243408,-7.352112293243408,-6.414612293243408,-4.039612293243408,-2.289612293243408,-0.9771124124526978,-6.852112293243408,-13.117737770080566,-6.039612293243408,-12.039612770080566,-5.039612293243408
circuit,13,baseline,,baseline_u,-4.406889915466309,-6.969389915466309,-6.719389915466309,-4.406889915466309,-6.781889915466309,-1.0943899154663086,-6.906889915466309,-13.656889915466309,-3.4068899154663086,-13.906889915466309,-3.4068899154663086
circuit,13,baseline,,baseline_c,-9.91971492767334,-10.41971492767334,-15.54471492767334,-18.357213973999023,-11.91971492767334,-14.73221492767334,-16.982213973999023,-22.044713973999023,-18.982213973999023,-19.700963973999023,-19.482213973999023
circuit,13,circuit,control_to_uncertain,patched,-7.6994309425354,-7.0744309425354,-10.511931419372559,-13.324431419372559,-9.386931419372559,-9.824431419372559,-12.011931419372559,-17.043180465698242,-12.824431419372559,-18.027555465698242,-14.543181419372559
circuit,13,circuit,uncertain_to_control,patched,-4.079460620880127,-8.391960144042969,-8.329460144042969,-5.329460620880127,-6.641960620880127,-1.7044605016708374,-7.954460620880127,-17.09508514404297,-5.704460620880127,-14.579460144042969,-5.641960620880127
circuit,13,random0,control_to_uncertain,patched,-4.880094528198242,-7.067594528198242,-6.880094528198242,-4.317594528198242,-6.880094528198242,-1.4425947666168213,-6.380094528198242,-13.958219528198242,-3.8800947666168213,-14.739469528198242,-3.8800947666168213
circuit,13,random1,control_to_uncertain,patched,-4.797486782073975,-6.547486782073975,-7.047486782073975,-4.297486782073975,-7.109986782073975,-1.609986662864685,-6.672486782073975,-13.734986305236816,-3.6099867820739746,-14.516236305236816,-3.9849867820739746
circuit,13,random2,control_to_uncertain,patched,-5.024588584899902,-5.587088584899902,-7.337088584899902,-5.087088584899902,-6.524588584899902,-3.5870885848999023,-7.212088584899902,-14.805838584899902,-6.462088584899902,-16.14958953857422,-7.774588584899902
circuit,13,random3,control_to_uncertain,patched,-5.012765407562256,-6.637765407562256,-6.825265407562256,-4.200265407562256,-6.200265407562256,-1.1377655267715454,-6.825265407562256,-13.950265884399414,-4.200265407562256,-13.840890884399414,-4.325265407562256
circuit,13,random4,control_to_uncertain,patched,-4.3232741355896,-7.0732741355896,-6.6982741355896,-4.2607741355896,-6.6357741355896,-1.1357742547988892,-6.8857741355896,-13.260774612426758,-3.1982741355895996,-13.542024612426758,-3.2607741355895996
circuit,13,random5,control_to_uncertain,patched,-4.731672286987305,-6.106672286987305,-6.669172286987305,-5.419172286987305,-6.481672286987305,-2.231672525405884,-6.669172286987305,-14.653547286987305,-4.231672286987305,-15.466047286987305,-4.919172286987305
circuit,13,random6,control_to_uncertain,patched,-4.59037971496582,-6.65287971496582,-6.71537971496582,-5.21537971496582,-6.27787971496582,-1.3403794765472412,-7.71537971496582,-13.05912971496582,-3.590379476547241,-13.40287971496582,-3.777879476547241
circuit,13,random7,control_to_uncertain,patched,-4.64246940612793,-6.64246940612793,-7.01746940612793,-4.07996940612793,-7.14246940612793,-1.2674694061279297,-6.14246940612793,-14.18934440612793,-3.4549694061279297,-14.34559440612793,-3.7674694061279297
circuit,13,random8,control_to_uncertain,patched,-4.085984230041504,-7.773484230041504,-7.398484230041504,-4.398484230041504,-6.273484230041504,-1.023484468460083,-7.773484230041504,-14.023484230041504,-4.148484230041504,-13.679734230041504,-3.648484468460083
circuit,13,random9,control_to_uncertain,patched,-4.160367965698242,-6.597867965698242,-6.472867965698242,-5.535367965698242,-6.535367965698242,-1.2853682041168213,-6.972867965698242,-13.347867965698242,-3.7228682041168213,-13.316617965698242,-3.4728682041168213
circuit,13,random10,control_to_uncertain,patched,-4.477994918823242,-5.915494918823242,-7.415494918823242,-4.727994918823242,-6.977994918823242,-2.227994680404663,-6.727994918823242,-14.196744918823242,-3.602994680404663,-14.884244918823242,-5.040494918823242
circuit,13,random11,control_to_uncertain,patched,-4.248935699462891,-6.811435699462891,-6.998935699462891,-4.373935699462891,-6.311435699462891,-0.873935878276825,-7.061435699462891,-13.99893569946289,-3.8739359378814697,-13.68643569946289,-4.123935699462891
circuit,13,random12,control_to_uncertain,patched,-5.766730308532715,-6.641730308532715,-6.891730308532715,-6.454230308532715,-6.891730308532715,-2.766730546951294,-7.704230308532715,-14.672980308532715,-4.891730308532715,-15.188605308532715,-6.454230308532715
circuit,13,random13,control_to_uncertain,patched,-4.680915832519531,-7.430915832519531,-7.493415832519531,-3.8684160709381104,-7.118415832519531,-0.9934160709381104,-6.930915832519531,-14.212165832519531,-3.2434160709381104,-14.212165832519531,-3.3684160709381104
circuit,13,random14,control_to_uncertain,patched,-4.270900726318359,-6.458400726318359,-6.520900726318359,-5.020900726318359,-6.270900726318359,-1.3334009647369385,-6.583400726318359,-14.17715072631836,-3.6459009647369385,-14.58340072631836,-3.2084009647369385
circuit,13,random15,control_to_uncertain,patched,-4.7179789543151855,-7.0929789543151855,-6.7179789543151855,-4.0929789543151855,-6.9679789543151855,-1.2179789543151855,-6.5304789543151855,-14.155479431152344,-3.2804789543151855,-14.171104431152344,-3.7179789543151855
circuit,13,random16,control_to_uncertain,patched,-4.760210037231445,-6.197710037231445,-6.822710037231445,-4.885210037231445,-6.572710037231445,-1.8227099180221558,-6.322710037231445,-14.135210037231445,-3.7602100372314453,-14.697710037231445,-4.135210037231445
circuit,13,random17,control_to_uncertain,patched,-4.465950012207031,-6.465950012207031,-6.653450012207031,-4.528450012207031,-6.465950012207031,-1.4034497737884521,-6.778450012207031,-13.622200012207031,-3.028449773788452,-14.012825012207031,-3.028449773788452
circuit,13,random18,control_to_uncertain,patched,-4.755860805511475,-6.693360805511475,-6.568360805511475,-4.880860805511475,-6.443360805511475,-1.5683608055114746,-6.630860805511475,-13.958986282348633,-3.5683608055114746,-14.208986282348633,-4.130860805511475
circuit,13,random19,control_to_uncertain,patched,-4.5915117263793945,-6.5915117263793945,-7.1540117263793945,-4.7790117263793945,-6.4665117263793945,-1.279011607170105,-6.6540117263793945,-14.029011726379395,-3.4665117263793945,-14.185261726379395,-3.5915117263793945
circuit,13,random20,control_to_uncertain,patched,-4.753840446472168,-6.941340446472168,-6.753840446472168,-4.503840446472168,-6.878840446472168,-1.316340684890747,-6.378840446472168,-13.941340446472168,-3.691340684890747,-14.425715446472168,-3.941340684890747
circuit,13,random21,control_to_uncertain,patched,-4.131213665008545,-7.631213665008545,-7.193713665008545,-5.881213665008545,-7.818713665008545,-1.1312135457992554,-7.568713665008545,-13.881213188171387,-3.318713665008545,-14.162463188171387,-3.631213665008545
circuit,13,random22,control_to_uncertain,patched,-4.421616554260254,-6.671616554260254,-7.796616554260254,-4.046616554260254,-6.859116554260254,-1.2966164350509644,-7.109116554260254,-13.577866554260254,-3.421616554260254,-14.062241554260254,-4.234116554260254
circuit,13,random23,control_to_uncertain,patched,-4.251175880432129,-8.063675880432129,-7.188675880432129,-5.188675880432129,-7.876175880432129,-1.3136756420135498,-7.438675880432129,-14.563675880432129,-3.87617564201355,-13.876175880432129,-3.93867564201355
circuit,13,random24,control_to_uncertain,patched,-4.345147132873535,-6.782647132873535,-6.532647132873535,-4.532647132873535,-6.470147132873535,-1.2826471328735352,-6.782647132873535,-14.095147132873535,-3.282647132873535,-14.063897132873535,-4.095147132873535
circuit,13,random25,control_to_uncertain,patched,-4.768229961395264,-5.830729961395264,-6.830729961395264,-5.018229961395264,-6.830729961395264,-2.5182299613952637,-6.580729961395264,-15.729166984558105,-4.893229961395264,-16.736980438232422,-5.518229961395264
circuit,13,random26,control_to_uncertain,patched,-4.616734504699707,-7.366734504699707,-7.304234504699707,-4.616734504699707,-6.991734504699707,-0.9917347431182861,-7.616734504699707,-14.147984504699707,-3.804234743118286,-13.835484504699707,-3.741734743118286
circuit,13,random27,control_to_uncertain,patched,-4.65769624710083,-7.59519624710083,-6.53269624710083,-3.97019624710083,-6.65769624710083,-1.2201961278915405,-7.03269624710083,-13.876445770263672,-3.47019624710083,-14.126445770263672,-3.34519624710083
circuit,13,random28,control_to_uncertain,patched,-5.060751914978027,-5.748251914978027,-7.685751914978027,-5.060751914978027,-5.748251914978027,-1.8732516765594482,-7.185751914978027,-14.748251914978027,-5.373251914978027,-15.295126914978027,-6.060751914978027
circuit,13,random29,control_to_uncertain,patched,-4.382567882537842,-7.070067882537842,-7.132567882537842,-4.257567882537842,-6.632567882537842,-0.9450680613517761,-6.945067882537842,-13.851318359375,-3.757568120956421,-13.991943359375,-3.757568120956421
circuit,14,baseline,,baseline_u,-3.851686954498291,-3.851686954498291,-7.476686954498291,-6.976686954498291,-5.789186954498291,-2.164186954498291,-5.226686954498291,-12.664186477661133,-5.914186954498291,-13.789186477661133,-3.351686954498291
circuit,14,baseline,,baseline_c,-9.3060884475708,-8.6810884475708,-14.4310884475708,-15.4310884475708,-6.306088447570801,-10.5560884475708,-13.6185884475708,-18.837337493896484,-17.056087493896484,-15.1810884475708,-18.368587493896484
circuit,14,circuit,control_to_uncertain,patched,-7.674360275268555,-6.361860275268555,-13.424360275268555,-12.111860275268555,-7.986860275268555,-8.861860275268555,-9.924360275268555,-17.705610275268555,-14.518110275268555,-18.221235275268555,-14.986860275268555
circuit,14,circuit,uncertain_to_control,patched,-5.621944904327393,-5.746944904327393,-9.809444427490234,-9.684444427490234,-5.559444904327393,-2.6844449043273926,-7.434444904327393,-16.215694427490234,-6.871944904327393,-12.746944427490234,-6.121944904327393
circuit,14,random0,control_to_uncertain,patched,-3.9730520248413086,-4.410552024841309,-8.410552024841309,-7.848052024841309,-6.098052024841309,-2.4105520248413086,-5.910552024841309,-12.785552024841309,-5.598052024841309,-14.004302024841309,-2.7855520248413086
circuit,14,random1,control_to_uncertain,patched,-4.292886734008789,-3.480386734008789,-7.730386734008789,-8.230386734008789,-4.855386734008789,-2.855386734008789,-5.417886734008789,-13.699136734008789,-7.730386734008789,-14.824136734008789,-6.667886734008789
circuit,14,random2,control_to_uncertain,patched,-4.801584720611572,-3.7390847206115723,-8.739084243774414,-7.239084720611572,-6.051584720611572,-3.1140847206115723,-4.864084720611572,-13.020334243774414,-7.801584720611572,-13.973459243774414,-6.676584720611572
circuit,14,random3,control_to_uncertain,patched,-3.4811134338378906,-3.9186134338378906,-7.231113433837891,-6.481113433837891,-5.231113433837891,-1.8561135530471802,-5.293613433837891,-12.19986343383789,-5.668613433837891,-12.98111343383789,-2.3561134338378906
circuit,14,random4,control_to_uncertain,patched,-3.8344030380249023,-3.7719030380249023,-6.896903038024902,-7.459403038024902,-6.459403038024902,-2.0844030380249023,-5.146903038024902,-12.396903038024902,-7.021903038024902,-13.365653038024902,-5.084403038024902
circuit,14,random5,control_to_uncertain,patched,-4.288053512573242,-4.350553512573242,-7.350553512573242,-6.350553512573242,-5.413053512573242,-2.538053512573242,-5.538053512573242,-12.225553512573242,-5.850553512573242,-12.788053512573242,-4.038053512573242
circuit,14,random6,control_to_uncertain,patched,-3.624419927597046,-3.436919927597046,-7.686920166015625,-7.186920166015625,-6.749420166015625,-2.686919927597046,-5.186920166015625,-13.218170166015625,-6.999420166015625,-14.452545166015625,-5.374420166015625
circuit,14,random7,control_to_uncertain,patched,-3.7977936267852783,-3.5477936267852783,-7.672793388366699,-6.172793388366699,-5.922793388366699,-1.5477936267852783,-5.235293388366699,-13.2040433883667,-5.672793388366699,-13.4540433883667,-3.1727936267852783
circuit,14,random8,control_to_uncertain,patched,-3.9265005588531494,-3.9265005588531494,-7.55150032043457,-6.67650032043457,-5.48900032043457,-1.9890005588531494,-5.05150032043457,-12.52025032043457,-5.48900032043457,-13.58275032043457,-3.1765005588531494
circuit,14,random9,control_to_uncertain,patched,-4.271459579467773,-4.021459579467773,-8.146459579467773,-6.458959579467773,-6.146459579467773,-2.1464595794677734,-5.021459579467773,-12.396459579467773,-6.083959579467773,-13.302709579467773,-2.7714595794677734
circuit,14,random10,control_to_uncertain,patched,-3.6661548614501953,-4.416154861450195,-8.228654861450195,-7.228654861450195,-5.603654861450195,-1.8536548614501953,-6.166154861450195,-12.916154861450195,-5.728654861450195,-13.291154861450195,-1.6036548614501953
circuit,14,random11,control_to_uncertain,patched,-3.9991674423217773,-3.6241674423217773,-7.624167442321777,-6.811667442321777,-5.311667442321777,-2.1866674423217773,-5.124167442321777,-12.842917442321777,-5.936667442321777,-13.952292442321777,-4.061667442321777
circuit,14,random12,control_to_uncertain,patched,-3.3413920402526855,-4.0288920402526855,-7.4663920402526855,-7.2163920402526855,-5.8413920402526855,-1.841391921043396,-5.4663920402526855,-13.060141563415527,-5.9038920402526855,-13.419516563415527,-2.7788920402526855
circuit,14,random13,control_to_uncertain,patched,-3.7487010955810547,-3.5612010955810547,-7.748701095581055,-6.748701095581055,-6.311201095581055,-2.3112010955810547,-5.123701095581055,-12.217451095581055,-6.623701095581055,-13.858076095581055,-4.748701095581055
circuit,14,random14,control_to_uncertain,patched,-3.790180206298828,-3.852680206298828,-7.477680206298828,-6.477680206298828,-4.977680206298828,-1.9151803255081177,-4.852680206298828,-13.462055206298828,-4.977680206298828,-13.946430206298828,-2.477680206298828
circuit,14,random15,control_to_uncertain,patched,-3.7774155139923096,-3.6524155139923096,-7.1524152755737305,-6.8399152755737305,-5.7774152755737305,-2.0274155139923096,-5.1524152755737305,-12.99616527557373,-6.0899152755737305,-14.04304027557373,-3.4649155139923096
circuit,14,random16,control_to_uncertain,patched,-3.891746997833252,-3.391746997833252,-8.64174747467041,-7.391746997833252,-6.329246997833252,-3.079246997833252,-5.079246997833252,-12.20424747467041,-7.016746997833252,-13.89174747467041,-5.641746997833252
circuit,14,random17,control_to_uncertain,patched,-4.376279830932617,-3.376279830932617,-7.876279830932617,-6.376279830932617,-5.876279830932617,-2.251279830932617,-5.188779830932617,-11.751279830932617,-6.063779830932617,-12.876279830932617,-4.501279830932617
circuit,14,random18,control_to_uncertain,patched,-4.133386611938477,-3.7583866119384766,-8.258386611938477,-7.195886611938477,-6.008386611938477,-2.3208866119384766,-5.445886611938477,-13.570886611938477,-5.758386611938477,-14.820886611938477,-3.4458866119384766
circuit,14,random19,control_to_uncertain,patched,-4.064606666564941,-3.8771066665649414,-7.252106666564941,-6.752106666564941,-6.127106666564941,-2.2521066665649414,-4.877106666564941,-12.377106666564941,-6.752106666564941,-13.595856666564941,-4.689606666564941
circuit,14,random20,control_to_uncertain,patched,-5.030001640319824,-4.155001640319824,-8.155001640319824,-8.405001640319824,-5.280001640319824,-4.217501640319824,-5.717501640319824,-12.842501640319824,-8.405001640319824,-13.311251640319824,-7.842501640319824
circuit,14,random21,control_to_uncertain,patched,-4.032946586608887,-3.8454465866088867,-7.907946586608887,-8.282946586608887,-6.095446586608887,-2.9079465866088867,-6.157946586608887,-13.126696586608887,-6.532946586608887,-14.173571586608887,-4.845446586608887
circuit,14,random22,control_to_uncertain,patched,-3.806703567504883,-3.556703567504883,-7.431703567504883,-6.556703567504883,-5.619203567504883,-1.9317034482955933,-5.369203567504883,-12.056703567504883,-5.619203567504883,-13.431703567504883,-2.994203567504883
circuit,14,random23,control_to_uncertain,patched,-3.5822243690490723,-4.332224369049072,-7.582224369049072,-7.582224369049072,-5.332224369049072,-2.1447243690490723,-5.769724369049072,-12.800973892211914,-5.519724369049072,-13.519723892211914,-2.5822243690490723
circuit,14,random24,control_to_uncertain,patched,-4.176643371582031,-3.8641433715820312,-8.239143371582031,-8.551643371582031,-5.989143371582031,-3.1141433715820312,-5.801643371582031,-14.192268371582031,-7.239143371582031,-15.004768371582031,-5.676643371582031
circuit,14,random25,control_to_uncertain,patched,-3.4863290786743164,-4.423829078674316,-8.361329078674316,-7.736329078674316,-5.923829078674316,-2.3613290786743164,-5.548829078674316,-14.064454078674316,-5.736329078674316,-14.705079078674316,-3.2363290786743164
circuit,14,random26,control_to_uncertain,patched,-3.3337249755859375,-3.5837249755859375,-6.9587249755859375,-6.1462249755859375,-5.5837249755859375,-1.958724856376648,-4.8962249755859375,-10.583724975585938,-5.6462249755859375,-11.646224975585938,-3.4587249755859375
circuit,14,random27,control_to_uncertain,patched,-3.7427046298980713,-3.2427046298980713,-7.867704391479492,-7.242704391479492,-5.992704391479492,-2.2427046298980713,-5.055204391479492,-12.336454391479492,-6.742704391479492,-13.680204391479492,-4.680204391479492
circuit,14,random28,control_to_uncertain,patched,-3.834019660949707,-4.396519660949707,-7.271519660949707,-7.584019660949707,-6.209019660949707,-2.209019660949707,-5.646519660949707,-12.709019660949707,-6.584019660949707,-13.599644660949707,-3.771519660949707
circuit,14,random29,control_to_uncertain,patched,-3.9385135173797607,-3.7510135173797607,-7.50101375579834,-7.81351375579834,-6.00101375579834,-2.4385135173797607,-5.43851375579834,-13.40726375579834,-6.81351375579834,-14.56351375579834,-4.50101375579834
circuit,15,baseline,,baseline_u,-5.571400165557861,-4.758900165557861,-7.446400165557861,-5.383900165557861,-4.883900165557861,-2.3214001655578613,-9.196399688720703,-10.915149688720703,-8.133899688720703,-10.508899688720703,-7.883900165557861
circuit,15,baseline,,baseline_c,-6.574828147888184,-1.4498281478881836,-13.637328147888184,-15.824828147888184,-6.699828147888184,-9.574828147888184,-13.512328147888184,-19.2310791015625,-18.0123291015625,-15.824828147888184,-14.699828147888184
circuit,15,circuit,control_to_uncertain,patched,-6.32576322555542,-4.38826322555542,-10.075762748718262,-11.325762748718262,-4.76326322555542,-5.95076322555542,-10.263262748718262,-15.169512748718262,-13.232012748718262,-13.732012748718262,-13.232012748718262
