neuron_id,layer,neuron,score_last,score_all,abs_all
L15_N5679,15,5679,-0.0020326352678239346,-0.09630339592695236,0.09630339592695236
L21_N4937,21,4937,-0.059743404388427734,-0.09457594901323318,0.09457594901323318
L14_N3405,14,3405,0.0750715583562851,0.09345176070928574,0.09345176070928574
L14_N11430,14,11430,0.0006978594465181231,-0.0898737758398056,0.0898737758398056
L26_N6522,26,6522,-0.016690049320459366,0.08921191841363907,0.08921191841363907
L21_N4332,21,4332,0.01483937818557024,0.08840100467205048,0.08840100467205048
L14_N4589,14,4589,-0.0010243769502267241,0.08520398288965225,0.08520398288965225
L17_N10179,17,10179,0.0009087870130315423,-0.08493270725011826,0.08493270725011826
L17_N10831,17,10831,-0.0005283557111397386,0.08459882438182831,0.08459882438182831
L14_N2672,14,2672,0.0021844857838004827,0.08176501840353012,0.08176501840353012
L19_N2223,19,2223,-0.03591945022344589,-0.08028355985879898,0.08028355985879898
L17_N2578,17,2578,-0.015289710834622383,-0.07978076487779617,0.07978076487779617
L16_N2991,16,2991,-0.010049613192677498,-0.07886064052581787,0.07886064052581787
L20_N12816,20,12816,-0.0009764021378941834,0.0781753808259964,0.0781753808259964
L19_N9441,19,9441,-0.003459860337898135,0.07727092504501343,0.07727092504501343
L16_N4434,16,4434,0.0006213039741851389,-0.07496525347232819,0.07496525347232819
L22_N11208,22,11208,0.010296362452208996,-0.07458305358886719,0.07458305358886719
L13_N5122,13,5122,-0.0007217888487502933,-0.07223732769489288,0.07223732769489288
L23_N2789,23,2789,-0.024690767750144005,-0.07112941890954971,0.07112941890954971
L20_N2452,20,2452,0.003630139632150531,0.07082097232341766,0.07082097232341766
L16_N3669,16,3669,-0.010272271931171417,-0.06979572772979736,0.06979572772979736
L15_N6388,15,6388,0.013371435925364494,0.06933820247650146,0.06933820247650146
L13_N13999,13,13999,-0.0016090339049696922,-0.06877213716506958,0.06877213716506958
L20_N2673,20,2673,-0.0004200410039629787,-0.06871692091226578,0.06871692091226578
L16_N6901,16,6901,-0.008043336682021618,-0.06751002371311188,0.06751002371311188
L22_N3127,22,3127,0.008108424954116344,0.06707066297531128,0.06707066297531128
L13_N14007,13,14007,-0.0071045695804059505,-0.06674040853977203,0.06674040853977203
L19_N2045,19,2045,-0.0005836690543219447,-0.06665698438882828,0.06665698438882828
L21_N3205,21,3205,0.046067871153354645,0.06573217362165451,0.06573217362165451
L25_N1472,25,1472,0.04782746359705925,0.06525497138500214,0.06525497138500214
L24_N679,24,679,-0.0017709129024297,-0.06339935958385468,0.06339935958385468
L12_N678,12,678,0.005270004738122225,-0.06338896602392197,0.06338896602392197
L19_N7074,19,7074,0.02715817466378212,0.06319746375083923,0.06319746375083923
L16_N8505,16,8505,0.0033865526784211397,0.06278448551893234,0.06278448551893234
L22_N456,22,456,-0.049472711980342865,-0.0625639408826828,0.0625639408826828
L14_N2585,14,2585,-0.0026303683407604694,-0.06255453079938889,0.06255453079938889
L15_N12132,15,12132,0.00038234255043789744,-0.062390077859163284,0.062390077859163284
L16_N13602,16,13602,0.0011486101429909468,0.06193392723798752,0.06193392723798752
