pair,layer,positions,rec
3,10,last,-0.017256402022495464
3,10,all,-0.046267315307824734
3,11,last,0.022099641524049113
3,11,all,0.12685930807168275
3,12,last,0.039431660608418656
3,12,all,0.031202086986492416
3,13,last,-0.010451366126043537
3,13,all,0.02395509101584916
3,14,last,0.05978847320602129
3,14,all,0.10836457950251302
3,15,last,0.02429783839579014
3,15,all,0.10202268423025607
3,16,last,-0.06896581398158363
3,16,all,-0.0306249933377038
3,17,last,0.00883309437897628
3,17,all,-0.02565783512682347
3,18,last,0.11250497451449627
3,18,all,0.016950907982141494
3,19,last,-0.026286561571164872
3,19,all,0.14333524985387364
3,20,last,0.051252989150228564
3,20,all,0.08643146762390538
3,21,last,0.100964378478829
3,21,all,0.3259199465150861
3,22,last,-0.016950907982141494
3,22,all,0.07684842076930867
3,23,last,-0.045333538976209384
3,23,all,0.0654729941602753
3,24,last,0.04277341286338384
3,24,all,0.02613704854060181
3,25,last,-0.019881402244572004
3,25,all,-0.00132882273672915
3,26,last,0.014949054531338553
3,26,all,0.000892359056903116
3,27,last,0.05433141414787455
3,27,all,0.017894400162382366
3,28,last,0.04403955449669461
3,28,all,0.18674976992870454
3,29,last,-0.0610923678511341
3,29,all,-0.052198924172409567
3,30,last,-0.019426700528897486
3,30,all,0.0033049985875932054
3,31,last,0.376450673358277
3,31,all,0.376450673358277
4,0,last,-0.05167736989083043
4,0,all,-0.21038394274860311
4,1,last,-0.02495478694814386
4,1,all,-0.4952755379749383
4,2,last,-0.014988381228308034
4,2,all,0.6950582690753143
4,3,last,-0.01659753493563622
4,3,all,1.6705747917879175
4,4,last,6.499598185132234e-05
4,4,all,0.06077183497981928
4,5,last,-0.04274758496715157
4,5,all,0.2643051538853864
4,6,last,0.008512697776024557
4,6,all,0.37236446621132385
4,7,last,-0.034438162420341444
4,7,all,-0.156126031115672
4,8,last,-0.002668505338668134
4,8,all,1.4630445159729106
4,9,last,-0.05201193937117986
4,9,all,-0.14243899020158937
4,10,last,-0.04406254010453343
4,10,all,-0.19586568728337633
4,11,last,0.020665525705022898
4,11,all,0.057747450002817675
4,12,last,-0.1214326203585884
4,12,all,0.23206193773740108
4,13,last,0.07432639774510115
4,13,all,0.19773837661110713
4,14,last,0.02127700884939827
4,14,all,0.06522352698268526
4,15,last,-0.2074284606157499
4,15,all,0.02241698391177784
4,16,last,-0.001519651043795216
4,16,all,0.062440183570436465
4,17,last,0.44596892315983233
4,17,all,0.19069726363364714
4,18,last,-0.19791205439867707
4,18,all,-0.5757074143722335
4,19,last,-0.11108168467690722
4,19,all,0.00886360504416175
4,20,last,-0.6006116488900486
4,20,all,-0.6377026891998698
4,21,last,-0.1393024901156384
4,21,all,0.030684022922153047
4,22,last,-0.003213808603526405
4,22,all,0.139153910958583
4,23,last,0.20691097894603747
4,23,all,0.3457384893181649
4,24,last,-0.020785928097632727
4,24,all,0.20264942090829577
4,25,last,-0.16569583111747155
4,25,all,-0.29589308267536246
4,26,last,-0.017014740473057094
4,26,all,-0.04591581351054545
4,27,last,0.17708729445760676
4,27,all,0.2523899342179101
4,28,last,0.1560613903031204
4,28,all,0.28586156258390877
4,29,last,0.5806922154940003
4,29,all,0.5214152880967614
4,30,last,0.11265757085982699
4,30,all,0.18879710788007023
4,31,last,0.29661881194448564
4,31,all,0.29661881194448564
5,0,last,0.022167248420938014
5,0,all,0.1959620190631458
5,1,last,-0.005159379862124529
5,1,all,-0.21261740235097035
5,2,last,-0.004557942134922562
5,2,all,-0.39026316542545175
5,3,last,-0.0008057455099171199
5,3,all,0.07194411265564234
5,4,last,-0.020886569240481843
5,4,all,-0.32537758329946587
5,5,last,0.005060778726397779
5,5,all,-0.2957047087087547
5,6,last,-0.006070085778121293
5,6,all,0.1268662106204617
5,7,last,-0.013912591050313314
5,7,all,-0.011188130382952017
5,8,last,0.09477853289426681
5,8,all,0.2674170519162396
5,9,last,0.025415505315733555
5,9,all,-0.1045511740543327
5,10,last,0.08984049457473126
5,10,all,-0.10874689734119555
5,11,last,-0.1419542284378394
5,11,all,-0.27695024708036486
5,12,last,-0.16604703796542802
5,12,all,-0.2616275851650682
5,13,last,0.11904625480181691
5,13,all,0.19428167920816442
5,14,last,-0.10710909321801337
5,14,all,-0.18890867977459372
5,15,last,-0.18476529068711461
5,15,all,-0.19393685101780447
5,16,last,-0.25558043818357695
5,16,all,-0.3879637051782565
5,17,last,0.0947423239875636
5,17,all,-0.024030482189078887
5,18,last,0.2532820161846026
5,18,all,0.09223261847564007
5,19,last,0.32881541783034285
5,19,all,0.37115764611737667
5,20,last,0.07144714865566647
5,20,all,0.07086222556422789
5,21,last,0.32527680833152667
5,21,all,0.3820620427287162
5,22,last,0.03537386312630945
5,22,all,0.01724329134289815
5,23,last,-0.046314890432691894
5,23,all,0.08795098014849935
5,24,last,0.005844526352134992
5,24,all,0.06616840269339758
5,25,last,-0.029751002769332457
5,25,all,-0.054721002262537545
5,26,last,0.02179088344086881
5,26,all,0.05544242254976502
5,27,last,-0.0741191777878733
5,27,all,-0.12975185932411468
5,28,last,-0.04817423077000446
5,28,all,0.07166985289904534
5,29,last,-0.05523989925617951
5,29,all,-0.03162406745031479
5,30,last,0.1722635816332073
5,30,all,0.2200674173504126
5,31,last,0.5255821441551849
5,31,all,0.5255821441551849
6,0,last,-0.008049193476827964
6,0,all,-0.3160154587748281
6,1,last,-0.01124123976319882
6,1,all,-0.13210766577485897
6,2,last,0.0032244714309198857
6,2,all,-0.025084335883355947
6,3,last,0.009690149851236575
6,3,all,0.3683013094354207
6,4,last,0.015300135680053777
6,4,all,0.27799100603194854
6,5,last,-0.013203701905535095
6,5,all,0.2954216567540443
6,6,last,-0.0028080872494394894
6,6,all,0.4989636592577536
6,7,last,0.02213295041445785
6,7,all,-0.1172968708515209
6,8,last,0.006793154947388459
6,8,all,0.010471665566361806
6,9,last,-0.026620607852916756
