neuron_id,layer,neuron,score_last,score_all,abs_all
L15_N4468,15,4468,-0.0016181810060516,-0.010230593383312225,0.010230593383312225
L16_N11500,16,11500,0.0004040708881802857,-0.010230418294668198,0.010230418294668198
L16_N5347,16,5347,-0.00023586998577229679,-0.010218692012131214,0.010218692012131214
L14_N4128,14,4128,0.0028384490869939327,-0.01021785568445921,0.01021785568445921
L15_N2635,15,2635,0.008961723186075687,0.010214225389063358,0.010214225389063358
L16_N4457,16,4457,0.0005684673087671399,0.010213389992713928,0.010213389992713928
L21_N7499,21,7499,0.0006996961310505867,0.010212276130914688,0.010212276130914688
L12_N8094,12,8094,0.0001883644872577861,0.01021057553589344,0.01021057553589344
L13_N8517,13,8517,-0.010285590775310993,-0.0102083096280694,0.0102083096280694
L14_N3094,14,3094,-0.0004086775297764689,0.010206032544374466,0.010206032544374466
L16_N12350,16,12350,0.008790270425379276,0.01020145881921053,0.01020145881921053
L18_N4525,18,4525,-0.0002352067967876792,-0.010192101821303368,0.010192101821303368
L12_N9906,12,9906,-0.005912295542657375,-0.010191546753048897,0.010191546753048897
L14_N10179,14,10179,-0.00030405144207179546,-0.010183421894907951,0.010183421894907951
L20_N6718,20,6718,-0.0004264336603228003,-0.010181819088757038,0.010181819088757038
L15_N6743,15,6743,0.0001787403889466077,0.010175042785704136,0.010175042785704136
L13_N2689,13,2689,0.00170658971183002,0.010174436494708061,0.010174436494708061
L17_N13589,17,13589,0.006745851598680019,0.01017317920923233,0.01017317920923233
L15_N5698,15,5698,0.00021681995713151991,-0.010167917236685753,0.010167917236685753
L18_N10349,18,10349,0.001694351783953607,0.010166322812438011,0.010166322812438011
L15_N3965,15,3965,-0.0006820849375799298,-0.010165668092668056,0.010165668092668056
L17_N7974,17,7974,-0.0008620668086223304,-0.010164310224354267,0.010164310224354267
L16_N13464,16,13464,3.1174160994851263e-06,0.010163876228034496,0.010163876228034496
L18_N8103,18,8103,0.004913798067718744,0.010157696902751923,0.010157696902751923
L17_N2885,17,2885,0.0002701652701944113,0.010156365111470222,0.010156365111470222
L17_N3440,17,3440,-0.000304313434753567,0.010156357660889626,0.010156357660889626
L16_N6369,16,6369,-0.008310763165354729,-0.010149807669222355,0.010149807669222355
L17_N12379,17,12379,0.010012112557888031,0.01013927347958088,0.01013927347958088
L14_N13440,14,13440,-0.0007284774910658598,-0.010138912126421928,0.010138912126421928
L17_N13325,17,13325,-0.002919816644862294,-0.010136829689145088,0.010136829689145088
L19_N3769,19,3769,0.006929255090653896,0.01013371255248785,0.01013371255248785
L24_N12734,24,12734,-0.00010556246706983075,0.010130000300705433,0.010130000300705433
L13_N5183,13,5183,0.0010980734368786216,0.010129755362868309,0.010129755362868309
L16_N10364,16,10364,0.007848657667636871,0.010129003785550594,0.010129003785550594
L14_N2951,14,2951,-0.0055785891599953175,-0.010128526017069817,0.010128526017069817
L19_N3356,19,3356,0.002876240760087967,0.010126389563083649,0.010126389563083649
L17_N12793,17,12793,-0.0034631036687642336,-0.0101248100399971,0.0101248100399971
L16_N14185,16,14185,0.0025155532639473677,0.010123711079359055,0.010123711079359055
L14_N8363,14,8363,-0.0017860897351056337,-0.010121616534888744,0.010121616534888744
L14_N14295,14,14295,-0.002087618922814727,-0.01011919416487217,0.01011919416487217
L15_N4806,15,4806,0.0027906682807952166,0.010118784382939339,0.010118784382939339
L16_N10957,16,10957,0.0008734605507925153,0.010116104036569595,0.010116104036569595
L19_N5421,19,5421,-0.001419311622157693,0.010114108212292194,0.010114108212292194
L15_N8206,15,8206,0.008828997611999512,0.010112820193171501,0.010112820193171501
L13_N3306,13,3306,-0.0008129073539748788,0.010111813433468342,0.010111813433468342
L17_N8314,17,8314,0.001028900733217597,0.010111235082149506,0.010111235082149506
L15_N6425,15,6425,-0.0009883057791739702,-0.010108084417879581,0.010108084417879581
L25_N8858,25,8858,-0.0024186973460018635,-0.010105201974511147,0.010105201974511147
L14_N5931,14,5931,-0.003854737151414156,-0.010105171240866184,0.010105171240866184
L15_N1820,15,1820,-0.0010781378950923681,-0.010101920925080776,0.010101920925080776
L13_N11977,13,11977,-0.003780420869588852,-0.010094582103192806,0.010094582103192806
L16_N11992,16,11992,0.00021049007773399353,0.01009436883032322,0.01009436883032322
L24_N6393,24,6393,0.0008072825148701668,0.010091936215758324,0.010091936215758324
L19_N2736,19,2736,-0.009582733735442162,-0.010088776238262653,0.010088776238262653
L19_N12796,19,12796,0.004789864644408226,0.010072784498333931,0.010072784498333931
L18_N5371,18,5371,0.007826412096619606,-0.010072732344269753,0.010072732344269753
L15_N11690,15,11690,0.0002778143098112196,0.010071752592921257,0.010071752592921257
L14_N10904,14,10904,0.005300637800246477,0.01007009670138359,0.01007009670138359
L13_N6714,13,6714,0.001614221604540944,0.010069860145449638,0.010069860145449638
L26_N1396,26,1396,-0.00972537137567997,-0.010065225884318352,0.010065225884318352
L15_N11552,15,11552,-0.0011129400227218866,-0.010060067288577557,0.010060067288577557
L21_N5403,21,5403,-0.0005105255404487252,-0.01005945261567831,0.01005945261567831
L16_N20,16,20,-0.005560535937547684,-0.010053537786006927,0.010053537786006927
L14_N7738,14,7738,0.0005637406138703227,0.010052220895886421,0.010052220895886421
L15_N10689,15,10689,-0.009899819269776344,-0.010035824030637741,0.010035824030637741
L13_N6184,13,6184,0.00024468364426866174,0.010019045323133469,0.010019045323133469
L12_N10021,12,10021,0.003588341875001788,0.010001876391470432,0.010001876391470432
L15_N630,15,630,0.0051559219136834145,0.009999330155551434,0.009999330155551434
L14_N6780,14,6780,-0.00045682405470870435,-0.009998271241784096,0.009998271241784096
L18_N7038,18,7038,0.0014736728044226766,0.009997952729463577,0.009997952729463577
L13_N4066,13,4066,0.0001413168793078512,0.00999634899199009,0.00999634899199009
L15_N2903,15,2903,-0.008695892989635468,-0.009995048865675926,0.009995048865675926
L14_N1858,14,1858,-0.001276335446164012,-0.009992096573114395,0.009992096573114395
L24_N5471,24,5471,0.00017165267490781844,-0.009991530328989029,0.009991530328989029
L17_N826,17,826,-0.009668348357081413,-0.009989650920033455,0.009989650920033455
L19_N10893,19,10893,0.0014267971273511648,0.00998698454350233,0.00998698454350233
L18_N14067,18,14067,-0.0018907698104158044,-0.009977482259273529,0.009977482259273529
L16_N2301,16,2301,-0.0055890390649437904,-0.009977417066693306,0.009977417066693306
L16_N11603,16,11603,0.0014162298757582903,-0.009973347187042236,0.009973347187042236
L17_N8057,17,8057,0.002359764650464058,0.009973150677978992,0.009973150677978992
L16_N3767,16,3767,0.0005126824253238738,-0.009973099455237389,0.009973099455237389
L17_N4533,17,4533,0.0009785245638340712,0.009972447529435158,0.009972447529435158
L13_N13219,13,13219,-0.004771845415234566,-0.009963844902813435,0.009963844902813435
L12_N12868,12,12868,0.002851684344932437,0.009963680058717728,0.009963680058717728
L19_N9185,19,9185,0.010983322747051716,0.009960664436221123,0.009960664436221123
L14_N10236,14,10236,0.0008888597367331386,0.009957512840628624,0.009957512840628624
L17_N13281,17,13281,0.0003646684344857931,0.009952837601304054,0.009952837601304054
L16_N2821,16,2821,-0.002964705927297473,-0.009952755644917488,0.009952755644917488
L17_N229,17,229,-3.283338082837872e-05,0.009950212202966213,0.009950212202966213
L19_N10193,19,10193,-4.711124347522855e-05,0.00994941871613264,0.00994941871613264
L15_N5066,15,5066,0.0018470125505700707,0.009931867942214012,0.009931867942214012
L19_N6632,19,6632,0.00048278961912728846,0.00993084441870451,0.00993084441870451
L15_N5031,15,5031,0.0007388175581581891,-0.009930690750479698,0.009930690750479698
L16_N8331,16,8331,-0.000827513518743217,-0.009921694174408913,0.009921694174408913
L12_N7470,12,7470,0.0025805854238569736,0.009920420125126839,0.009920420125126839
L25_N4507,25,4507,-0.0018331690225750208,0.009918591938912868,0.009918591938912868
L16_N13580,16,13580,0.007250289432704449,0.009912995621562004,0.009912995621562004
L19_N4787,19,4787,-0.0014502143021672964,-0.009910698048770428,0.009910698048770428
L22_N10220,22,10220,0.001655477681197226,-0.0099093709141016,0.0099093709141016
L14_N12505,14,12505,-0.00448213703930378,-0.009898213669657707,0.009898213669657707
L21_N3150,21,3150,-0.0005579072167165577,0.00989813543856144,0.00989813543856144
L17_N9434,17,9434,-0.010301950387656689,-0.009893917478621006,0.009893917478621006
L17_N11736,17,11736,0.006383684463799,0.009891996160149574,0.009891996160149574
L20_N8999,20,8999,0.000610184099059552,0.009891773574054241,0.009891773574054241
L13_N9269,13,9269,0.005907559301704168,0.009884129278361797,0.009884129278361797
L17_N6817,17,6817,0.007431840058416128,0.009883597493171692,0.009883597493171692
L12_N465,12,465,0.002546614734455943,0.009875888004899025,0.009875888004899025
L15_N5618,15,5618,-0.004907700233161449,-0.009873105213046074,0.009873105213046074
L15_N4156,15,4156,-0.0010183134581893682,0.009872530587017536,0.009872530587017536
L15_N8147,15,8147,-0.0060399314388632774,-0.009872429072856903,0.009872429072856903
L18_N3575,18,3575,-0.009586459957063198,-0.009872213006019592,0.009872213006019592
L15_N867,15,867,-0.001550376764498651,-0.009871052578091621,0.009871052578091621
L14_N818,14,818,-0.0009872521040961146,-0.009869701229035854,0.009869701229035854
L18_N6970,18,6970,0.008252361789345741,0.009868929162621498,0.009868929162621498
L23_N10453,23,10453,-0.008009999990463257,-0.009867117740213871,0.009867117740213871
L12_N1255,12,1255,0.005786644760519266,0.009864546358585358,0.009864546358585358
L25_N7428,25,7428,-0.007926913909614086,-0.009863720275461674,0.009863720275461674
L19_N2049,19,2049,0.0009825596353039145,-0.009861635975539684,0.009861635975539684
L15_N10677,15,10677,-0.005089885555207729,-0.009860357269644737,0.009860357269644737
L16_N6458,16,6458,0.0034868374932557344,0.00985691137611866,0.00985691137611866
L12_N626,12,626,0.00046132534043863416,-0.009853078983724117,0.009853078983724117
L19_N487,19,487,0.0012761105317622423,-0.00985291413962841,0.00985291413962841
L16_N6495,16,6495,0.00942639447748661,0.009851176291704178,0.009851176291704178
L20_N4796,20,4796,0.0015728415455669165,0.009850668720901012,0.009850668720901012
L19_N3693,19,3693,0.0008966585737653077,0.009844756685197353,0.009844756685197353
L15_N2505,15,2505,0.0013734058011323214,0.009835976175963879,0.009835976175963879
L13_N13500,13,13500,-0.007348869927227497,-0.009834328666329384,0.009834328666329384
L17_N9220,17,9220,-0.002932190429419279,-0.00982927717268467,0.00982927717268467
L16_N7821,16,7821,0.004546430427581072,0.00982381496578455,0.00982381496578455
L14_N3748,14,3748,-0.0028463653288781643,-0.009816412813961506,0.009816412813961506
L14_N7189,14,7189,-0.0015353269409388304,-0.009815605357289314,0.009815605357289314
L15_N11602,15,11602,-0.0023044284898787737,-0.00981494877487421,0.00981494877487421
L17_N2720,17,2720,0.0012428315822035074,0.00981173012405634,0.00981173012405634
L16_N11871,16,11871,0.0004893798031844199,0.009806644171476364,0.009806644171476364
L19_N5197,19,5197,0.0017165562603622675,0.009801804088056087,0.009801804088056087
L12_N7366,12,7366,0.002548700198531151,0.009796983562409878,0.009796983562409878
L13_N2754,13,2754,-0.0004188306047581136,-0.009793499484658241,0.009793499484658241
L20_N11110,20,11110,-0.000324814987834543,-0.009785284288227558,0.009785284288227558
L16_N5441,16,5441,-0.00803118571639061,-0.009778679348528385,0.009778679348528385
L18_N12995,18,12995,-0.004545980133116245,-0.0097776148468256,0.0097776148468256
L19_N13243,19,13243,-0.008632225915789604,-0.009777294471859932,0.009777294471859932
L14_N1633,14,1633,0.0012808090541511774,-0.009774197824299335,0.009774197824299335
L14_N6830,14,6830,0.0006506835925392807,-0.009771127253770828,0.009771127253770828
L26_N2541,26,2541,0.0013190044555813074,0.009767778217792511,0.009767778217792511
L15_N1832,15,1832,-0.0010007349774241447,-0.009767502546310425,0.009767502546310425
