pair,alpha,layer,rankunknown,rankI,ranknot
37,3.0,18,148,4115,1687
37,3.0,19,8,3658,1589
37,3.0,20,78,4777,1533
37,3.0,21,4,4246,600
37,3.0,22,3,4652,639
37,3.0,23,8,8056,522
37,3.0,24,22,7512,289
37,3.0,25,18,11514,280
37,3.0,26,15,14350,262
37,3.0,27,21,7118,201
37,3.0,28,36,6483,154
37,3.0,29,42,5671,33
37,3.0,30,23,424,4
38,-3.0,16,124808,110679,41316
38,-3.0,17,118131,115122,19209
38,-3.0,18,109192,118716,30174
38,-3.0,19,80562,70660,10104
38,-3.0,20,55911,98751,5334
38,-3.0,21,30243,102625,4369
38,-3.0,22,27565,93260,6268
38,-3.0,23,7911,106455,2331
38,-3.0,24,18383,112706,2743
38,-3.0,25,10630,102102,1674
38,-3.0,26,10162,119483,2680
38,-3.0,27,2698,102746,1250
38,-3.0,28,3033,65524,750
38,-3.0,29,3650,55218,267
38,-3.0,30,3534,5099,69
38,0.0,16,16588,11034,6636
38,0.0,17,5410,18284,3824
38,0.0,18,3276,32442,5076
38,0.0,19,2524,9208,3417
38,0.0,20,1402,20323,2167
38,0.0,21,1464,39526,4606
38,0.0,22,2533,35005,6485
38,0.0,23,1059,51614,2547
38,0.0,24,3104,65866,3928
38,0.0,25,4173,67954,2966
38,0.0,26,3065,89612,3397
38,0.0,27,1266,63286,1559
38,0.0,28,1847,42972,1091
38,0.0,29,2066,22722,330
38,0.0,30,2039,2246,51
38,3.0,16,845,876,4172
38,3.0,17,97,1437,2828
38,3.0,18,18,2279,1556
38,3.0,19,2,1090,933
38,3.0,20,6,2069,538
38,3.0,21,16,6157,2199
38,3.0,22,66,6668,2697
38,3.0,23,67,11390,1583
38,3.0,24,296,17098,2129
38,3.0,25,556,24285,2059
38,3.0,26,389,34486,1976
38,3.0,27,236,23500,1191
38,3.0,28,412,16274,916
38,3.0,29,504,9457,323
38,3.0,30,399,818,26
39,-3.0,16,102180,120877,19496
39,-3.0,17,105203,124221,12973
39,-3.0,18,61707,125830,8388
39,-3.0,19,47841,112640,2688
39,-3.0,20,21795,116946,1954
39,-3.0,21,5219,105149,1532
39,-3.0,22,12105,105786,2942
39,-3.0,23,3047,109812,920
39,-3.0,24,14351,104052,1720
39,-3.0,25,6042,104725,1867
39,-3.0,26,2149,102055,3055
39,-3.0,27,272,53469,710
39,-3.0,28,328,41844,504
39,-3.0,29,355,16605,243
39,-3.0,30,404,754,45
39,0.0,16,2676,20358,3417
39,0.0,17,1841,55407,3438
39,0.0,18,973,91949,2542
39,0.0,19,630,50430,1742
39,0.0,20,534,80481,2684
39,0.0,21,190,69820,1756
39,0.0,22,194,53080,1816
39,0.0,23,60,55691,472
39,0.0,24,461,54683,1268
39,0.0,25,345,58489,1326
39,0.0,26,177,40488,2442
39,0.0,27,24,12464,788
39,0.0,28,24,19118,502
39,0.0,29,56,11055,405
39,0.0,30,54,564,42
39,3.0,16,343,2460,3466
39,3.0,17,37,3550,2762
39,3.0,18,88,7430,2047
39,3.0,19,5,5230,1522
39,3.0,20,14,7945,2431
39,3.0,21,4,6231,1826
39,3.0,22,6,5837,1563
39,3.0,23,6,6693,621
39,3.0,24,82,9965,1082
39,3.0,25,92,11336,1085
39,3.0,26,64,13224,1372
39,3.0,27,6,2784,629
39,3.0,28,11,3318,370
39,3.0,29,29,3115,441
39,3.0,30,23,284,51
