pair,layer,positions,rec
8,25,last,0.16593588241533236
8,25,all,0.16725713361351155
8,26,last,0.19061453176265195
8,26,all,0.20236291290627811
8,27,last,0.24958532076232476
8,27,all,0.24958532076232476
9,0,last,0.0028808389351136733
9,0,all,-0.03759691185697433
9,1,last,0.006869547229131274
9,1,all,-0.005962444246469878
9,2,last,0.014709203442936
9,2,all,0.029261726171251036
9,3,last,0.0076027274953821295
9,3,all,-0.004369183751730787
9,4,last,0.002147102475256703
9,4,all,0.01388321690672438
9,5,last,0.019729748454123296
9,5,all,-0.00019179897406674127
9,6,last,0.012378039915185353
9,6,all,-0.00043293329677417466
9,7,last,0.0028779994203877155
9,7,all,0.04890206406374564
9,8,last,0.00883376934358421
9,8,all,0.0430190920773636
9,9,last,-0.013205636485519938
9,9,all,0.03217393637730613
9,10,last,0.0226620206611288
9,10,all,0.04342307891216337
9,11,last,0.013107609801887741
9,11,all,-0.10622115233557404
9,12,last,0.04365874887663528
9,12,all,0.021945945787711633
9,13,last,0.09197719020747973
9,13,all,0.04490744743238589
9,14,last,0.006023957307749728
9,14,all,-0.07235838286221133
9,15,last,-0.030040299641986956
9,15,all,0.1577672241938364
9,16,last,0.09957023798255894
9,16,all,-0.04495731458017629
9,17,last,-0.09353339064404292
9,17,all,0.194323449024856
9,18,last,-0.030976441785557116
9,18,all,0.5476436418776706
9,19,last,-0.020565951388678824
9,19,all,0.11441033232080076
9,20,last,-0.2951141416615357
9,20,all,-0.07330819078026157
9,21,last,0.03636820699769619
9,21,all,0.2029738989074211
9,22,last,-0.26649632180386273
9,22,all,-0.10519598018389517
9,23,last,0.037074846095374515
9,23,all,0.04302358553623406
9,24,last,0.07141561030538932
9,24,all,0.12554151302224872
9,25,last,0.1437927329890137
9,25,all,0.1378823465125197
9,26,last,0.11260591341138909
9,26,all,0.11724370940152593
9,27,last,0.07255171868703181
9,27,all,0.07255171868703181
10,0,last,-0.007536348860102588
10,0,all,-0.007977721832536432
10,1,last,-6.0230159088169834e-05
10,1,all,-6.0230159088169834e-05
10,2,last,-7.437658568556414e-09
10,2,all,0.007798920520548335
10,3,last,0.007879544739431487
10,3,all,-0.007718340927616595
10,4,last,6.815870312225097e-05
10,4,all,0.007715254299310644
10,5,last,0.007715261736969213
10,5,all,0.02301589394166637
10,6,last,0.00015935183483132116
10,6,all,-0.0002712290950195467
10,7,last,-0.007627103169956114
10,7,all,0.015395648292910465
10,8,last,0.007798909364060483
10,8,all,0.008190706623305613
10,9,last,-2.6582191724020622e-05
10,9,all,0.0308527799903779
10,10,last,-0.015426068316455861
10,10,all,0.015608804149826723
10,11,last,0.007715187360383527
10,11,all,0.02314541332797921
10,12,last,0.030730304066729483
10,12,all,0.0004192236252166822
10,13,last,0.054158794679827954
10,13,all,0.030814490924066972
10,14,last,0.01545168361256597
10,14,all,0.0012770534138797048
10,15,last,-0.037735979706794855
10,15,all,-0.023328513606619933
10,16,last,0.007589609933112021
10,16,all,-0.012178593206301347
10,17,last,-0.11368860524303609
10,17,all,-0.016238803581217726
10,18,last,0.046360119602012376
10,18,all,0.19515094411964395
10,19,last,0.06954671896431497
10,19,all,-0.030291188423671195
10,20,last,-0.24579022760834315
10,20,all,-0.04022546071925208
10,21,last,0.14024680308051454
10,21,all,0.13984195644931088
10,22,last,-0.17114308965468922
10,22,all,-0.16648488409320233
10,23,last,-0.05027904793358974
10,23,all,-0.016112742706139264
10,24,last,-0.03931236168976611
10,24,all,0.014109569280357817
10,25,last,0.044981698339501816
10,25,all,0.04419444821182511
10,26,last,-0.032761933974194225
10,26,all,-0.03284377053142405
10,27,last,0.001632008231405491
10,27,all,0.001632008231405491
11,0,last,-0.017712956029158827
11,0,all,0.0001975549711024207
11,1,last,-0.008863019345166484
11,1,all,0.00026018545410341147
11,2,last,-0.008863002376734352
11,2,all,-0.017415278824258695
11,3,last,-0.017518854133995364
11,3,all,-0.01728808345699361
11,4,last,-3.891285698781416e-05
11,4,all,0.0006684416891028932
11,5,last,-0.01775506319349558
11,5,all,-0.01727648553363106
11,6,last,0.008960829630086143
11,6,all,-0.034738588746359336
11,7,last,-0.008860754059476799
11,7,all,-0.11157144582105187
11,8,last,-0.03540375977016869
11,8,all,0.022777422157147908
