neuron_id,layer,neuron_idx,kind,matched_to,w_norm,logit_var,nullfrac_k16,nullfrac_k64,nullfrac_k256,nullfrac_bottom10pct,w_norm_pctile_random,w_norm_pctile_matched,logit_var_pctile_random,logit_var_pctile_matched,nullfrac_bottom10pct_pctile_random,nullfrac_bottom10pct_pctile_matched,nullfrac_k16_pctile_random,nullfrac_k16_pctile_matched,nullfrac_k64_pctile_random,nullfrac_k64_pctile_matched,nullfrac_k256_pctile_random,nullfrac_k256_pctile_matched
L31_N5847,31,5847,matched,L31_N3330,1.5477957725524902,0.0002022319531533867,0.0025066640228033066,0.012824737466871738,0.062100864946842194,0.30142438411712646,7.5,,91.60000000000001,,60.3,,31.6,,50.3,,74.1,
L31_N9678,31,9678,matched,L31_N3330,1.3992900848388672,0.0002755902532953769,0.07650534063577652,0.3547358214855194,0.5339359641075134,0.7632668018341064,4.1000000000000005,,99.5,,99.5,,99.4,,99.8,,99.5,
L31_N1244,31,1244,matched,L31_N3330,1.5663741827011108,0.00021226730314083397,0.015911251306533813,0.06310465931892395,0.13835398852825165,0.4387151896953583,8.1,,97.3,,91.8,,97.1,,96.7,,92.7,
L31_N7710,31,7710,matched,L31_N3330,1.4086480140686035,0.00019206159049645066,0.002868321258574724,0.009087256155908108,0.03764944523572922,0.25094854831695557,4.3,,38.2,,2.3,,43.3,,9.2,,2.6,
L31_N13762,31,13762,matched,L31_N3330,1.3376787900924683,0.00013936996401753277,0.004596560727804899,0.021846788004040718,0.17654338479042053,0.5845001339912415,2.9000000000000004,,1.2,,96.89999999999999,,80.9,,89.0,,94.1,
L31_N13081,31,13081,matched,L31_N3330,1.3381165266036987,0.00016929660341702402,0.002818463370203972,0.015019960701465607,0.06562922894954681,0.3586139976978302,2.9000000000000004,,4.9,,86.0,,41.3,,71.39999999999999,,78.0,
L31_N7847,31,7847,matched,L31_N3330,1.428088665008545,0.00020054039487149566,0.02269253507256508,0.09593143314123154,0.21079151332378387,0.5005059838294983,4.7,,89.5,,94.3,,98.3,,97.6,,95.3,
L31_N218,31,218,matched,L31_N3330,1.4642343521118164,0.00015387465828098357,0.013376671820878983,0.09387199580669403,0.40307432413101196,0.7086591720581055,5.4,,1.9,,98.8,,96.7,,97.6,,98.8,
L31_N2927,31,2927,matched,L31_N3330,1.4129914045333862,0.00015483915922231972,0.002298106672242284,0.010010046884417534,0.08764363825321198,0.4344730079174042,4.3999999999999995,,2.0,,91.3,,23.3,,18.4,,87.5,
L31_N11886,31,11886,matched,L31_N3330,1.3692482709884644,0.00018729847215581685,0.0011707617668434978,0.013339576311409473,0.06642218679189682,0.3405141830444336,3.5000000000000004,,14.899999999999999,,83.5,,1.0,,56.39999999999999,,79.0,
L31_N3688,31,3688,matched,L31_N3330,1.370876669883728,0.0001536953350296244,0.002479434246197343,0.013053911738097668,0.08903298527002335,0.40622496604919434,3.5000000000000004,,1.9,,90.4,,30.8,,53.300000000000004,,87.9,
L20_N7141,20,7141,matched,L20_N1001,1.305580496788025,0.0001950373116414994,0.005659354384988546,0.012996062636375427,0.06077369302511215,0.29582804441452026,2.6,,68.10000000000001,,49.3,,89.2,,52.300000000000004,,71.0,
L20_N10094,20,10094,matched,L20_N1001,1.5119383335113525,0.0002035653596976772,0.0024840226396918297,0.015528525225818157,0.057276226580142975,0.30571088194847107,6.5,,92.4,,65.10000000000001,,30.9,,74.9,,60.5,
L20_N11125,20,11125,matched,L20_N1001,1.5569775104522705,0.00017336703604087234,0.0043768128380179405,0.04058030992746353,0.17492520809173584,0.4722590148448944,7.9,,6.1,,92.9,,78.3,,94.69999999999999,,94.1,
L20_N14269,20,14269,matched,L20_N1001,1.5495002269744873,0.0001801771140890196,0.003107433207333088,0.022591939195990562,0.11383673548698425,0.39867204427719116,7.5,,9.3,,89.3,,51.6,,89.3,,91.2,
L20_N1131,20,1131,matched,L20_N1001,1.5258044004440308,0.0001708384370431304,0.004054094199091196,0.011979316361248493,0.15631993114948273,0.5037438273429871,7.000000000000001,,5.3,,94.3,,72.8,,41.099999999999994,,93.4,
L20_N11078,20,11078,matched,L20_N1001,1.4331892728805542,0.00019174830231349915,0.0030249636620283127,0.018511001020669937,0.08549552410840988,0.35740551352500916,4.8,,34.4,,85.7,,49.4,,85.0,,87.2,
L20_N1234,20,1234,matched,L20_N1001,1.5094854831695557,0.00020391910220496356,0.003454234916716814,0.015851039439439774,0.054819781333208084,0.2882266640663147,6.4,,92.60000000000001,,35.4,,60.8,,76.8,,52.900000000000006,
L20_N5067,20,5067,matched,L20_N1001,1.447596788406372,0.00018326836288906634,0.004097971599549055,0.011664765886962414,0.0688738003373146,0.32673734426498413,5.3,,10.9,,80.30000000000001,,73.9,,36.8,,81.3,
L20_N9962,20,9962,matched,L20_N1001,1.4972524642944336,0.00019739878189284354,0.0028780868742614985,0.016919780522584915,0.06430324912071228,0.3173758089542389,6.2,,81.2,,75.8,,43.8,,80.7,,76.7,
L20_N7631,20,7631,matched,L20_N1001,1.407044529914856,0.00020114540529903024,0.002572647063061595,0.017696941271424294,0.07388541847467422,0.32895180583000183,4.2,,90.60000000000001,,80.9,,33.6,,83.3,,84.5,
L20_N1940,20,1940,matched,L20_N1001,1.345179796218872,0.0001841393968788907,0.0036120517179369926,0.021799182519316673,0.0831579715013504,0.3603520095348358,3.0,,11.4,,86.0,,64.5,,88.9,,86.7,
L20_N10551,20,10551,matched,L20_N1001,1.3677524328231812,0.00019010856340173632,0.0052567655220627785,0.017595821991562843,0.06736386567354202,0.33472707867622375,3.5000000000000004,,23.200000000000003,,82.69999999999999,,87.0,,83.1,,80.2,
L20_N13587,20,13587,matched,L20_N1001,1.434126853942871,0.00018877480761148036,0.004646857734769583,0.01389247365295887,0.055658698081970215,0.3007109761238098,4.8,,18.099999999999998,,59.4,,81.6,,62.4,,55.50000000000001,
L20_N12531,20,12531,matched,L20_N1001,1.5458893775939941,0.00019120857177767903,0.012212060391902924,0.03375893086194992,0.101267971098423,0.3987531065940857,7.5,,29.5,,89.3,,96.5,,93.5,,89.9,
L20_N7482,20,7482,matched,L20_N1001,1.5510663986206055,0.0001871930289780721,0.0026421314105391502,0.015092665329575539,0.07018889486789703,0.3304886221885681,7.7,,14.6,,81.69999999999999,,35.5,,71.7,,82.3,
L20_N2888,20,2888,matched,L20_N1001,1.427350640296936,0.0002908864989876747,0.006702332757413387,0.01997186429798603,0.08567308634519577,0.3706303834915161,4.6,,99.6,,87.2,,91.60000000000001,,86.7,,87.2,
L20_N3033,20,3033,matched,L20_N1001,1.5537387132644653,0.00019841389439534396,0.003821727354079485,0.01395339798182249,0.058358192443847656,0.2960648238658905,7.8,,85.2,,49.8,,68.8,,62.9,,64.9,
L20_N2571,20,2571,matched,L20_N1001,1.4192957878112793,0.00017491083417553455,0.00446684705093503,0.20934469997882843,0.31153494119644165,0.5874159932136536,4.5,,6.800000000000001,,96.89999999999999,,79.60000000000001,,99.2,,97.7,
L20_N5091,20,5091,matched,L20_N1001,1.553134560585022,0.00019848690135404468,0.005996842868626118,0.016102701425552368,0.0523371547460556,0.285906583070755,7.8,,85.39999999999999,,31.0,,89.9,,78.4,,42.6,
L20_N4872,20,4872,matched,L20_N1001,1.4417084455490112,0.00017789234698284417,0.05750706419348717,0.0853421539068222,0.17682935297489166,0.4827388525009155,5.2,,7.7,,93.30000000000001,,99.2,,97.3,,94.1,
L20_N10954,20,10954,matched,L20_N1001,1.543004035949707,0.00019805171177722514,0.002257423708215356,0.01713278889656067,0.057885490357875824,0.3132517635822296,7.3999999999999995,,84.0,,72.89999999999999,,22.3,,81.39999999999999,,62.6,
L20_N4247,20,4247,matched,L20_N1001,1.4653337001800537,0.00019921379862353206,0.003917991183698177,0.016211392357945442,0.06615766137838364,0.3102649450302124,5.4,,87.2,,69.39999999999999,,70.5,,78.5,,78.7,
L20_N7459,20,7459,matched,L20_N1001,1.4887560606002808,0.00019063122454099357,0.004734843969345093,0.017068713903427124,0.08261702954769135,0.3581050932407379,6.0,,26.0,,86.0,,82.3,,81.3,,86.4,
