twin,layer,d_hedge_lp,d_answer_lp,d_hedge_mlogit,d_answer_mlogit,gap
ale_09_5,25,-3.154402732849121,-6.189113616943359,-3.0929688215255737,-4.359374761581421,3.0347108840942383
ale_09_5,26,-3.5011796951293945,-6.316519737243652,-0.8937500268220901,-1.62109375,2.815340042114258
ale_09_5,27,1.8801984786987305,-0.9346492935437709,-0.12812519073486328,-0.8893232345581055,2.8148477722425014
ale_11_0,24,3.2216997146606445,0.6370983123779297,0.10029304027557373,-1.2516276836395264,2.584601402282715
ale_11_0,25,4.691778182983398,0.26308250427246094,-1.2747070789337158,-3.256022036075592,4.4286956787109375
ale_11_0,26,3.959075927734375,-1.3077583312988281,0.4751953184604645,-1.4175822138786316,5.266834259033203
ale_11_0,27,10.727179050445557,2.577916145324707,0.3328123092651367,-2.6022138595581055,8.14926290512085
ale_11_2,24,4.333558082580566,2.5289440155029297,0.5865234136581421,-0.5901694297790527,1.8046140670776367
ale_11_2,25,5.520298004150391,3.896158218383789,-0.39533692598342896,-1.8929748833179474,1.6241397857666016
ale_11_2,26,6.251985549926758,2.4197988510131836,1.6433593779802322,-0.09281414747238159,3.832186698913574
ale_11_2,27,15.239914894104004,8.215927124023438,1.2335939407348633,-1.7005209922790527,7.023987770080566
ale_11_3,24,3.2595291137695312,1.4156742095947266,-0.3839843273162842,-1.3828126192092896,1.8438549041748047
ale_11_3,25,3.9735050201416016,0.5333843231201172,-1.522265613079071,-3.0237630009651184,3.4401206970214844
ale_11_3,26,3.135560989379883,-0.9330234527587891,-0.39921867847442627,-1.9046224355697632,4.068584442138672
ale_11_3,27,10.181238174438477,3.3853302001953125,-0.09375,-2.278646469116211,6.795907974243164
ale_11_4,24,1.6542682647705078,-0.2906608581542969,-0.5531250238418579,-1.3828125,1.9449291229248047
ale_11_4,25,3.122163772583008,-1.3825092315673828,-1.3109374642372131,-2.5813802778720856,4.504673004150391
ale_11_4,26,2.475940704345703,-2.470248222351074,-0.1515136957168579,-1.6676025986671448,4.946188926696777
ale_11_4,27,9.479823112487793,-0.1648855209350586,-0.3054685592651367,-2.6891274452209473,9.644708633422852
ale_11_5,24,2.6470584869384766,-0.033847808837890625,-0.47553718090057373,-1.6028646230697632,2.680906295776367
ale_11_5,25,3.857877731323242,-0.9773464202880859,-1.7550780773162842,-3.5986327528953552,4.835224151611328
ale_11_5,26,2.8905935287475586,-1.8468742370605469,0.025976568460464478,-1.879720002412796,4.7374677658081055
ale_11_5,27,10.134879112243652,2.836376667022705,0.7125000953674316,-2.0338544845581055,7.298502445220947
ale_14_0,24,-0.3363533020019531,-3.988741874694824,-0.7661132663488388,-2.8971354961395264,3.652388572692871
ale_14_0,25,2.325839042663574,-3.974198341369629,-1.734179675579071,-4.0465496480464935,6.300037384033203
ale_14_0,26,1.0899696350097656,-5.343913793563843,-0.19140625,-1.6580404043197632,6.433883428573608
